instance_id,repo,shard,sample_index,temperature,temperature_run_index,seed,collection_status,patch_present,patch_chars,trajectory_messages,model_api_calls,prompt_tokens,completion_tokens,total_tokens,evaluation_status,resolved,trajectory_path,raw_trajectory_path,evaluation_report_path
HIPS__autograd.ac044f0d.func_pm_ctrl_shuffle__rqcaklr9,swesmith/HIPS__autograd.ac044f0d,shard-1,0,0.0,0,728260272,completed,True,13967,62,30,370868,5453,376321,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-1/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_ctrl_shuffle__rqcaklr9/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-1/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_ctrl_shuffle__rqcaklr9/HIPS__autograd.ac044f0d.func_pm_ctrl_shuffle__rqcaklr9/HIPS__autograd.ac044f0d.func_pm_ctrl_shuffle__rqcaklr9.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_ctrl_shuffle__rqcaklr9/report.json
HIPS__autograd.ac044f0d.func_pm_op_break_chains__ky4lul69,swesmith/HIPS__autograd.ac044f0d,shard-4,0,0.0,0,715224372,completed,False,0,210,104,3213257,24912,3238169,empty_patch,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-4/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_break_chains__ky4lul69/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-4/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_break_chains__ky4lul69/HIPS__autograd.ac044f0d.func_pm_op_break_chains__ky4lul69/HIPS__autograd.ac044f0d.func_pm_op_break_chains__ky4lul69.traj.json,
HIPS__autograd.ac044f0d.func_pm_op_break_chains__p9jd8osk,swesmith/HIPS__autograd.ac044f0d,shard-4,0,0.0,0,101743999,completed,True,64654,118,58,1059404,24026,1083430,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-4/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_break_chains__p9jd8osk/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-4/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_break_chains__p9jd8osk/HIPS__autograd.ac044f0d.func_pm_op_break_chains__p9jd8osk/HIPS__autograd.ac044f0d.func_pm_op_break_chains__p9jd8osk.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_op_break_chains__p9jd8osk/report.json
HIPS__autograd.ac044f0d.func_pm_op_change__7bhwpg5c,swesmith/HIPS__autograd.ac044f0d,shard-3,0,0.0,0,1014801954,completed,True,18283,126,62,1538620,18226,1556846,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change__7bhwpg5c/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change__7bhwpg5c/HIPS__autograd.ac044f0d.func_pm_op_change__7bhwpg5c/HIPS__autograd.ac044f0d.func_pm_op_change__7bhwpg5c.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_op_change__7bhwpg5c/report.json
HIPS__autograd.ac044f0d.func_pm_op_change__r4601nyw,swesmith/HIPS__autograd.ac044f0d,shard-0,0,0.0,0,1765726397,completed,True,20405,50,24,154806,5474,160280,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-0/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change__r4601nyw/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-0/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change__r4601nyw/HIPS__autograd.ac044f0d.func_pm_op_change__r4601nyw/HIPS__autograd.ac044f0d.func_pm_op_change__r4601nyw.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_op_change__r4601nyw/report.json
HIPS__autograd.ac044f0d.func_pm_op_change_const__79phuzsl,swesmith/HIPS__autograd.ac044f0d,shard-2,0,0.0,0,1828185454,completed,True,56190,140,69,1330845,21220,1352065,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-2/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change_const__79phuzsl/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-2/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change_const__79phuzsl/HIPS__autograd.ac044f0d.func_pm_op_change_const__79phuzsl/HIPS__autograd.ac044f0d.func_pm_op_change_const__79phuzsl.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_op_change_const__79phuzsl/report.json
HIPS__autograd.ac044f0d.func_pm_op_change_const__d9wpnt74,swesmith/HIPS__autograd.ac044f0d,shard-5,0,0.0,0,1728194377,completed,True,55037,174,86,1914608,22282,1936890,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-5/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change_const__d9wpnt74/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-5/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change_const__d9wpnt74/HIPS__autograd.ac044f0d.func_pm_op_change_const__d9wpnt74/HIPS__autograd.ac044f0d.func_pm_op_change_const__d9wpnt74.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_op_change_const__d9wpnt74/report.json
HIPS__autograd.ac044f0d.func_pm_op_change_const__qcw0sxlv,swesmith/HIPS__autograd.ac044f0d,shard-3,0,0.0,0,1575868611,model_terminated,False,0,228,113,4006704,26216,4032920,empty_patch,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change_const__qcw0sxlv/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change_const__qcw0sxlv/HIPS__autograd.ac044f0d.func_pm_op_change_const__qcw0sxlv/HIPS__autograd.ac044f0d.func_pm_op_change_const__qcw0sxlv.traj.json,
HIPS__autograd.ac044f0d.func_pm_op_swap__v1le0ge1,swesmith/HIPS__autograd.ac044f0d,shard-7,0,0.0,0,1313376149,completed,True,15819,62,30,311540,6816,318356,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-7/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_swap__v1le0ge1/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-7/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_swap__v1le0ge1/HIPS__autograd.ac044f0d.func_pm_op_swap__v1le0ge1/HIPS__autograd.ac044f0d.func_pm_op_swap__v1le0ge1.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_op_swap__v1le0ge1/report.json
HIPS__autograd.ac044f0d.func_pm_op_swap__xfq4w9qy,swesmith/HIPS__autograd.ac044f0d,shard-2,0,0.0,0,1621076581,completed,True,29216,88,43,487404,9221,496625,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-2/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_swap__xfq4w9qy/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-2/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_swap__xfq4w9qy/HIPS__autograd.ac044f0d.func_pm_op_swap__xfq4w9qy/HIPS__autograd.ac044f0d.func_pm_op_swap__xfq4w9qy.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_op_swap__xfq4w9qy/report.json
HIPS__autograd.ac044f0d.func_pm_remove_assign__7bvzgxb4,swesmith/HIPS__autograd.ac044f0d,shard-3,0,0.0,0,1750636445,completed,True,24921,60,29,287392,7329,294721,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_assign__7bvzgxb4/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_assign__7bvzgxb4/HIPS__autograd.ac044f0d.func_pm_remove_assign__7bvzgxb4/HIPS__autograd.ac044f0d.func_pm_remove_assign__7bvzgxb4.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_remove_assign__7bvzgxb4/report.json
HIPS__autograd.ac044f0d.func_pm_remove_assign__miywqqws,swesmith/HIPS__autograd.ac044f0d,shard-3,0,0.0,0,1421641022,completed,True,24194,80,39,444235,7992,452227,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_assign__miywqqws/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_assign__miywqqws/HIPS__autograd.ac044f0d.func_pm_remove_assign__miywqqws/HIPS__autograd.ac044f0d.func_pm_remove_assign__miywqqws.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_remove_assign__miywqqws/report.json
HIPS__autograd.ac044f0d.func_pm_remove_cond__x5v5ik4h,swesmith/HIPS__autograd.ac044f0d,shard-3,0,0.0,0,991693551,completed,True,11774,40,19,118373,3012,121385,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_cond__x5v5ik4h/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_cond__x5v5ik4h/HIPS__autograd.ac044f0d.func_pm_remove_cond__x5v5ik4h/HIPS__autograd.ac044f0d.func_pm_remove_cond__x5v5ik4h.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_remove_cond__x5v5ik4h/report.json
HIPS__autograd.ac044f0d.func_pm_remove_cond__xwf40qlz,swesmith/HIPS__autograd.ac044f0d,shard-3,0,0.0,0,776537720,completed,True,20339,98,48,713137,14708,727845,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_cond__xwf40qlz/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_cond__xwf40qlz/HIPS__autograd.ac044f0d.func_pm_remove_cond__xwf40qlz/HIPS__autograd.ac044f0d.func_pm_remove_cond__xwf40qlz.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_remove_cond__xwf40qlz/report.json
HIPS__autograd.ac044f0d.func_pm_remove_loop__7dgohpjb,swesmith/HIPS__autograd.ac044f0d,shard-6,0,0.0,0,48299906,completed,True,32512,128,63,922343,13863,936206,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-6/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_loop__7dgohpjb/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/collection/shard-6/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_loop__7dgohpjb/HIPS__autograd.ac044f0d.func_pm_remove_loop__7dgohpjb/HIPS__autograd.ac044f0d.func_pm_remove_loop__7dgohpjb.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_remove_loop__7dgohpjb/report.json
