instance_id,repo,shard,sample_index,temperature,temperature_run_index,seed,collection_status,patch_present,patch_chars,trajectory_messages,model_api_calls,prompt_tokens,completion_tokens,total_tokens,evaluation_status,resolved,trajectory_path,raw_trajectory_path,evaluation_report_path
HIPS__autograd.ac044f0d.func_pm_ctrl_shuffle__rqcaklr9,swesmith/HIPS__autograd.ac044f0d,shard-1,0,0.0,0,728260272,completed,True,13714,44,21,147049,3004,150053,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-1/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_ctrl_shuffle__rqcaklr9/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-1/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_ctrl_shuffle__rqcaklr9/HIPS__autograd.ac044f0d.func_pm_ctrl_shuffle__rqcaklr9/HIPS__autograd.ac044f0d.func_pm_ctrl_shuffle__rqcaklr9.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_ctrl_shuffle__rqcaklr9/report.json
HIPS__autograd.ac044f0d.func_pm_op_break_chains__ky4lul69,swesmith/HIPS__autograd.ac044f0d,shard-4,0,0.0,0,715224372,completed,True,20307,124,61,1173409,16843,1190252,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-4/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_break_chains__ky4lul69/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-4/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_break_chains__ky4lul69/HIPS__autograd.ac044f0d.func_pm_op_break_chains__ky4lul69/HIPS__autograd.ac044f0d.func_pm_op_break_chains__ky4lul69.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_op_break_chains__ky4lul69/report.json
HIPS__autograd.ac044f0d.func_pm_op_break_chains__p9jd8osk,swesmith/HIPS__autograd.ac044f0d,shard-4,0,0.0,0,101743999,completed,True,47940,166,82,1798196,23260,1821456,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-4/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_break_chains__p9jd8osk/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-4/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_break_chains__p9jd8osk/HIPS__autograd.ac044f0d.func_pm_op_break_chains__p9jd8osk/HIPS__autograd.ac044f0d.func_pm_op_break_chains__p9jd8osk.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_op_break_chains__p9jd8osk/report.json
HIPS__autograd.ac044f0d.func_pm_op_change__7bhwpg5c,swesmith/HIPS__autograd.ac044f0d,shard-3,0,0.0,0,1014801954,completed,True,12093,122,60,1497018,18880,1515898,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change__7bhwpg5c/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change__7bhwpg5c/HIPS__autograd.ac044f0d.func_pm_op_change__7bhwpg5c/HIPS__autograd.ac044f0d.func_pm_op_change__7bhwpg5c.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_op_change__7bhwpg5c/report.json
HIPS__autograd.ac044f0d.func_pm_op_change__r4601nyw,swesmith/HIPS__autograd.ac044f0d,shard-0,0,0.0,0,1765726397,completed,True,18380,78,38,321395,6905,328300,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-0/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change__r4601nyw/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-0/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change__r4601nyw/HIPS__autograd.ac044f0d.func_pm_op_change__r4601nyw/HIPS__autograd.ac044f0d.func_pm_op_change__r4601nyw.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_op_change__r4601nyw/report.json
HIPS__autograd.ac044f0d.func_pm_op_change_const__79phuzsl,swesmith/HIPS__autograd.ac044f0d,shard-2,0,0.0,0,1828185454,completed,True,31237,178,88,2012960,19461,2032421,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-2/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change_const__79phuzsl/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-2/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change_const__79phuzsl/HIPS__autograd.ac044f0d.func_pm_op_change_const__79phuzsl/HIPS__autograd.ac044f0d.func_pm_op_change_const__79phuzsl.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_op_change_const__79phuzsl/report.json
HIPS__autograd.ac044f0d.func_pm_op_change_const__d9wpnt74,swesmith/HIPS__autograd.ac044f0d,shard-5,0,0.0,0,1728194377,completed,True,35691,116,57,836528,14136,850664,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-5/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change_const__d9wpnt74/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-5/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change_const__d9wpnt74/HIPS__autograd.ac044f0d.func_pm_op_change_const__d9wpnt74/HIPS__autograd.ac044f0d.func_pm_op_change_const__d9wpnt74.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_op_change_const__d9wpnt74/report.json
HIPS__autograd.ac044f0d.func_pm_op_change_const__qcw0sxlv,swesmith/HIPS__autograd.ac044f0d,shard-3,0,0.0,0,1575868611,completed,True,46654,196,97,2977543,24732,3002275,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change_const__qcw0sxlv/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_change_const__qcw0sxlv/HIPS__autograd.ac044f0d.func_pm_op_change_const__qcw0sxlv/HIPS__autograd.ac044f0d.func_pm_op_change_const__qcw0sxlv.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_op_change_const__qcw0sxlv/report.json
HIPS__autograd.ac044f0d.func_pm_op_swap__v1le0ge1,swesmith/HIPS__autograd.ac044f0d,shard-7,0,0.0,0,1313376149,completed,True,14267,54,26,222949,4107,227056,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-7/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_swap__v1le0ge1/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-7/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_swap__v1le0ge1/HIPS__autograd.ac044f0d.func_pm_op_swap__v1le0ge1/HIPS__autograd.ac044f0d.func_pm_op_swap__v1le0ge1.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_op_swap__v1le0ge1/report.json
HIPS__autograd.ac044f0d.func_pm_op_swap__xfq4w9qy,swesmith/HIPS__autograd.ac044f0d,shard-2,0,0.0,0,1621076581,completed,True,20626,134,66,1022651,12380,1035031,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-2/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_swap__xfq4w9qy/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-2/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_op_swap__xfq4w9qy/HIPS__autograd.ac044f0d.func_pm_op_swap__xfq4w9qy/HIPS__autograd.ac044f0d.func_pm_op_swap__xfq4w9qy.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_op_swap__xfq4w9qy/report.json
HIPS__autograd.ac044f0d.func_pm_remove_assign__7bvzgxb4,swesmith/HIPS__autograd.ac044f0d,shard-3,0,0.0,0,1750636445,completed,True,20152,72,35,348235,7592,355827,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_assign__7bvzgxb4/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_assign__7bvzgxb4/HIPS__autograd.ac044f0d.func_pm_remove_assign__7bvzgxb4/HIPS__autograd.ac044f0d.func_pm_remove_assign__7bvzgxb4.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_remove_assign__7bvzgxb4/report.json
HIPS__autograd.ac044f0d.func_pm_remove_assign__miywqqws,swesmith/HIPS__autograd.ac044f0d,shard-3,0,0.0,0,1421641022,completed,True,19962,64,31,332798,6456,339254,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_assign__miywqqws/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_assign__miywqqws/HIPS__autograd.ac044f0d.func_pm_remove_assign__miywqqws/HIPS__autograd.ac044f0d.func_pm_remove_assign__miywqqws.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_remove_assign__miywqqws/report.json
HIPS__autograd.ac044f0d.func_pm_remove_cond__x5v5ik4h,swesmith/HIPS__autograd.ac044f0d,shard-3,0,0.0,0,991693551,completed,True,10689,36,17,116031,3684,119715,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_cond__x5v5ik4h/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_cond__x5v5ik4h/HIPS__autograd.ac044f0d.func_pm_remove_cond__x5v5ik4h/HIPS__autograd.ac044f0d.func_pm_remove_cond__x5v5ik4h.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_remove_cond__x5v5ik4h/report.json
HIPS__autograd.ac044f0d.func_pm_remove_cond__xwf40qlz,swesmith/HIPS__autograd.ac044f0d,shard-3,0,0.0,0,776537720,model_terminated,False,0,254,126,4742792,37376,4780168,empty_patch,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_cond__xwf40qlz/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_cond__xwf40qlz/HIPS__autograd.ac044f0d.func_pm_remove_cond__xwf40qlz/HIPS__autograd.ac044f0d.func_pm_remove_cond__xwf40qlz.traj.json,
HIPS__autograd.ac044f0d.func_pm_remove_loop__7dgohpjb,swesmith/HIPS__autograd.ac044f0d,shard-6,0,0.0,0,48299906,completed,True,53038,192,95,2456352,30751,2487103,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-6/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_loop__7dgohpjb/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-6/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.func_pm_remove_loop__7dgohpjb/HIPS__autograd.ac044f0d.func_pm_remove_loop__7dgohpjb/HIPS__autograd.ac044f0d.func_pm_remove_loop__7dgohpjb.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.func_pm_remove_loop__7dgohpjb/report.json
HIPS__autograd.ac044f0d.lm_rewrite__0980jjjc,swesmith/HIPS__autograd.ac044f0d,shard-3,0,0.0,0,1514473764,completed,True,45422,104,51,824158,14384,838542,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.lm_rewrite__0980jjjc/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/collection/shard-3/samples/sample-0/trajectories/HIPS__autograd.ac044f0d.lm_rewrite__0980jjjc/HIPS__autograd.ac044f0d.lm_rewrite__0980jjjc/HIPS__autograd.ac044f0d.lm_rewrite__0980jjjc.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-confirmation-500/evaluation/sample-0/logs/HIPS__autograd.ac044f0d.lm_rewrite__0980jjjc/report.json
