instance_id,repo,shard,rollout_status,rollout_returncode,mini_swe_exit_status,agent_exit_status,patch_present,patch_chars,patch_files,patch_added_lines,patch_deleted_lines,patch_source,discarded_error_patch_chars,trajectory_steps,trajectory_messages,agent_action_steps,model_api_calls,prompt_tokens_total,completion_tokens_total,total_tokens,max_prompt_tokens,final_prompt_tokens,finish_reason_stop,finish_reason_length,finish_reason_other,step_limit,step_limit_utilization,context_limit,context_limit_utilization,commands_executed,commands_succeeded,commands_failed,commands_unknown_returncode,repeated_commands,test_command_steps,edit_command_steps,format_errors,command_timeouts,truncated_observations,submission_step,duration_seconds,seconds_per_action,duration_source,duration_is_estimate,evaluation_status,resolved,evaluation_returncode,fail_to_pass_success,fail_to_pass_failure,pass_to_pass_success,pass_to_pass_failure,failure_stage,failure_category,failure_reason,failure_evidence,needs_llm_review,trajectory_path,evaluation_report_path
django__django-12308,django/django,shard-0,completed,0,,Submitted,True,15225,6,414,0,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-12308/preds.json,,28,56,27,27,207255,3911,211166,12500,12500,27,0,0,200,0.135,65536,0.190735,27,23,3,1,1,0,5,0,0,1,27,168.163,6.228259,mini_swe_start_to_trajectory,True,unresolved,False,0,0,2,20,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_comprehensive_fix.py cleanly. | Applied patch test_edge_cases.py cleanly. | Applied patch test_json_field_issue.py cleanly. | Applied patch test_regular_fields.py cleanly. | warning: 1 line adds whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-12308/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo__g07-paper-informed__model/django__django-12308/report.json
django__django-12754,django/django,shard-0,completed,0,,Submitted,True,28614,7,698,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-12754/preds.json,,71,142,70,70,1559517,15989,1575506,42651,42651,70,0,0,200,0.35,65536,0.650803,70,56,13,1,6,1,13,0,0,0,70,595.642,8.509171,mini_swe_start_to_trajectory,True,unresolved,False,0,0,1,102,10,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_fix_logic.py cleanly. | Applied patch test_migration_fix.py cleanly. | Applied patch test_pr_scenario.py cleanly. | warning: squelched 76 whitespace errors | warning: 81 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-12754/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo__g07-paper-informed__model/django__django-12754/report.json
django__django-13089,django/django,shard-0,completed,0,,Submitted,True,23630,7,587,3,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-13089/preds.json,,46,92,45,45,392361,9453,401814,16287,16287,45,0,0,200,0.225,65536,0.24852,45,39,5,1,9,0,19,0,0,0,45,383.909,8.531311,mini_swe_start_to_trajectory,True,unresolved,False,0,0,2,0,352,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_final.py cleanly. | Applied patch test_fix.py cleanly. | Applied patch test_simple.py cleanly. | warning: squelched 64 whitespace errors | warning: 69 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-13089/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo__g07-paper-informed__model/django__django-13089/report.json
django__django-13279,django/django,shard-0,completed,0,,Submitted,True,65922,28,2009,4,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-13279/preds.json,,103,206,102,102,2605737,22464,2628201,47561,47561,102,0,0,200,0.51,65536,0.725723,102,86,15,1,10,1,37,0,0,1,102,830.113,8.138363,mini_swe_start_to_trajectory,True,unresolved,False,0,0,9,346,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_simple_mode.py cleanly. | Applied patch understand_legacy.py cleanly. | Applied patch understand_legacy_fixed.py cleanly. | warning: squelched 71 whitespace errors | warning: 76 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-13279/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo__g07-paper-informed__model/django__django-13279/report.json
django__django-13406,django/django,shard-0,completed,0,,Submitted,True,26101,11,697,5,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-13406/preds.json,,68,136,67,67,1192596,12057,1204653,30461,30461,67,0,0,200,0.335,65536,0.464798,67,56,10,1,12,0,20,0,0,2,67,462.503,6.90303,mini_swe_start_to_trajectory,True,unresolved,False,0,0,3,32,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch reproduce_issue.py cleanly. | Applied patch test_comprehensive.py cleanly. | Applied patch test_edge_cases.py cleanly. | warning: squelched 3 whitespace errors | warning: 8 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-13406/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo__g07-paper-informed__model/django__django-13406/report.json
django__django-13568,django/django,shard-0,completed,0,,Submitted,True,27833,10,749,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-13568/preds.json,,68,136,67,67,1197118,16079,1213197,31849,31849,67,0,0,200,0.335,65536,0.485977,67,42,24,1,11,4,20,0,0,0,67,598.717,8.936075,mini_swe_start_to_trajectory,True,unresolved,False,0,1,0,12,1,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_reproduce_issue.py cleanly. | Applied patch tests/__init__.py cleanly. | Applied patch verify_fix.py cleanly. | warning: squelched 47 whitespace errors | warning: 52 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-13568/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo__g07-paper-informed__model/django__django-13568/report.json
django__django-13807,django/django,shard-0,completed,0,,Submitted,True,26726,8,625,3,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-13807/preds.json,,52,104,51,51,783479,12707,796186,27187,27187,51,0,0,200,0.255,65536,0.414841,51,38,12,1,6,3,16,0,0,1,51,473.094,9.276353,mini_swe_start_to_trajectory,True,unresolved,False,0,0,1,38,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_loaddata_scenario.py cleanly. | Applied patch test_original_issue.py cleanly. | Applied patch test_sqlite_issue.py cleanly. | warning: squelched 62 whitespace errors | warning: 67 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-13807/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo__g07-paper-informed__model/django__django-13807/report.json
django__django-13964,django/django,shard-0,completed,0,,Submitted,True,7740,2,171,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-13964/preds.json,,64,128,63,63,1248560,16339,1264899,34845,34845,63,0,0,200,0.315,65536,0.531693,63,61,1,1,10,0,21,0,0,0,63,571.718,9.074889,mini_swe_start_to_trajectory,True,resolved,True,0,1,0,36,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-13964/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo__g07-paper-informed__model/django__django-13964/report.json
django__django-14140,django/django,shard-0,completed,0,,Submitted,True,21808,9,594,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-14140/preds.json,,33,66,32,32,272452,6439,278891,14328,14328,32,0,0,200,0.16,65536,0.218628,32,31,0,1,5,0,11,0,0,1,32,244.668,7.645875,mini_swe_start_to_trajectory,True,unresolved,False,0,2,2,199,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch edit_via_str_replace cleanly. | Applied patch reproduce_issue.py cleanly. | Applied patch test_comprehensive.py cleanly. | Applied patch test_edge_cases.py cleanly. | Applied patch test_fixed.py cleanly. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-14140/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo__g07-paper-informed__model/django__django-14140/report.json
django__django-14373,django/django,shard-0,completed,0,,Submitted,True,13015,6,332,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-14373/preds.json,,15,30,14,14,89548,2773,92321,10413,10413,14,0,0,200,0.07,65536,0.15889,14,13,0,1,1,0,5,0,0,1,14,116.437,8.316929,mini_swe_start_to_trajectory,True,resolved,True,0,1,0,19,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-14373/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo__g07-paper-informed__model/django__django-14373/report.json
django__django-14559,django/django,shard-0,completed,0,,Submitted,True,19879,6,489,3,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-14559/preds.json,,22,44,21,21,155093,4852,159945,11980,11980,21,0,0,200,0.105,65536,0.1828,21,18,2,1,0,0,5,0,0,0,21,166.045,7.906905,mini_swe_start_to_trajectory,True,resolved,True,0,3,0,23,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/rollouts/shard-0/trajectories/django__django-14559/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo__g07-paper-informed__model/django__django-14559/report.json
