instance_id,repo,shard,rollout_status,rollout_returncode,mini_swe_exit_status,agent_exit_status,patch_present,patch_chars,patch_files,patch_added_lines,patch_deleted_lines,patch_source,discarded_error_patch_chars,trajectory_steps,trajectory_messages,agent_action_steps,model_api_calls,prompt_tokens_total,completion_tokens_total,total_tokens,max_prompt_tokens,final_prompt_tokens,finish_reason_stop,finish_reason_length,finish_reason_other,step_limit,step_limit_utilization,context_limit,context_limit_utilization,commands_executed,commands_succeeded,commands_failed,commands_unknown_returncode,repeated_commands,test_command_steps,edit_command_steps,format_errors,command_timeouts,truncated_observations,submission_step,duration_seconds,seconds_per_action,duration_source,duration_is_estimate,evaluation_status,resolved,evaluation_returncode,fail_to_pass_success,fail_to_pass_failure,pass_to_pass_success,pass_to_pass_failure,failure_stage,failure_category,failure_reason,failure_evidence,needs_llm_review,trajectory_path,evaluation_report_path
django__django-12308,django/django,shard-0,completed,0,,Submitted,True,18500,8,540,0,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-12308/preds.json,,43,86,42,42,447500,5471,452971,17337,17337,42,0,0,200,0.21,65536,0.264542,42,34,7,1,5,0,11,0,0,1,42,238.137,5.669929,mini_swe_start_to_trajectory,True,unresolved,False,0,0,2,20,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_jsonfield_debug.py cleanly. | Applied patch test_jsonfield_final.py cleanly. | Applied patch test_jsonfield_issue.py cleanly. | Applied patch test_jsonfield_simple.py cleanly. | warning: 2 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-12308/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/evaluation/logs/swesmith_train_1000_r2_sft_test_500/Kwai-Klear__Klear-AgentForge-8B-SFT/django__django-12308/report.json
django__django-12754,django/django,shard-0,completed,0,,Submitted,True,67104,18,1819,2,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-12754/preds.json,,106,212,105,105,3244504,22129,3266633,52886,52886,105,0,0,200,0.525,65536,0.806976,105,77,27,1,12,0,39,0,0,1,105,900.883,8.579838,mini_swe_start_to_trajectory,True,unresolved,False,0,0,1,112,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_migration_fix_v2.py cleanly. | Applied patch test_migration_logic.py cleanly. | Applied patch test_simple_fix.py cleanly. | warning: squelched 198 whitespace errors | warning: 203 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-12754/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/evaluation/logs/swesmith_train_1000_r2_sft_test_500/Kwai-Klear__Klear-AgentForge-8B-SFT/django__django-12754/report.json
django__django-13089,django/django,shard-0,completed,0,,Submitted,True,16635,6,421,3,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-13089/preds.json,,33,66,32,32,202309,5553,207862,11247,11247,32,0,0,200,0.16,65536,0.171616,32,24,7,1,3,0,13,0,0,0,32,224.313,7.009781,mini_swe_start_to_trajectory,True,unresolved,False,0,0,2,258,94,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch final_test.py cleanly. | Applied patch reproduce_issue.py cleanly. | Applied patch test_fix.py cleanly. | warning: squelched 31 whitespace errors | warning: 36 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-13089/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/evaluation/logs/swesmith_train_1000_r2_sft_test_500/Kwai-Klear__Klear-AgentForge-8B-SFT/django__django-13089/report.json
django__django-13279,django/django,shard-0,model_terminated,0,ContextWindowExceededError,ContextWindowExceededError,False,0,0,0,0,,,107,214,106,106,3268495,34474,3302969,65530,65530,105,1,0,200,0.53,65536,0.999908,105,90,15,0,13,2,44,1,0,1,,1360.828,12.838,mini_swe_start_to_trajectory,True,empty_patch,False,,,,,,rollout,context_limit,mini-swe-agent exit status: ContextWindowExceededError,"tion - {""error"":{""message"":""This model's maximum context length is 65536 tokens. However, your request has 65642 input tokens. Please reduce the length of the input messages. None"",""type"":""BadRequestError"",""param"":null,""code"":400}} | 2026-08-15 12:05:37,647 - minisweagent - INFO - Saved trajectory to '/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-13279/django__django-13279/django__django-13279.traj.json'",False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-13279/trajectory.json,
django__django-13406,django/django,shard-0,completed,0,,Submitted,True,30722,11,835,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-13406/preds.json,,89,178,88,88,2130240,17171,2147411,47437,47437,88,0,0,200,0.44,65536,0.723831,88,62,25,1,18,3,25,0,0,2,88,738.268,8.389409,mini_swe_start_to_trajectory,True,resolved,True,0,3,0,32,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-13406/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/evaluation/logs/swesmith_train_1000_r2_sft_test_500/Kwai-Klear__Klear-AgentForge-8B-SFT/django__django-13406/report.json
django__django-13568,django/django,shard-0,completed,0,,Submitted,True,40188,13,1096,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-13568/preds.json,,65,130,64,64,1132177,16459,1148636,33739,33739,64,0,0,200,0.32,65536,0.514816,64,43,20,1,8,2,20,0,0,0,64,685.667,10.713547,mini_swe_start_to_trajectory,True,unresolved,False,0,1,0,12,1,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_pr_fix.py cleanly. | Applied patch test_reproduce_issue.py cleanly. | Applied patch test_settings.py cleanly. | warning: squelched 88 whitespace errors | warning: 93 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-13568/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/evaluation/logs/swesmith_train_1000_r2_sft_test_500/Kwai-Klear__Klear-AgentForge-8B-SFT/django__django-13568/report.json
django__django-13807,django/django,shard-0,completed,0,,Submitted,True,25557,8,652,3,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-13807/preds.json,,34,68,33,33,359747,6382,366129,16372,16372,33,0,0,200,0.165,65536,0.249817,33,25,7,1,1,0,9,0,0,1,33,278.337,8.434455,mini_swe_start_to_trajectory,True,unresolved,False,0,0,1,37,1,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch simple_test.py cleanly. | Applied patch test_fix.py cleanly. | Applied patch working_test.py cleanly. | warning: squelched 66 whitespace errors | warning: 71 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-13807/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/evaluation/logs/swesmith_train_1000_r2_sft_test_500/Kwai-Klear__Klear-AgentForge-8B-SFT/django__django-13807/report.json
django__django-13964,django/django,shard-0,completed,0,,Submitted,True,75553,23,2124,0,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-13964/preds.json,,119,238,118,118,3907290,28261,3935551,58780,58780,118,0,0,200,0.59,65536,0.896912,118,108,9,1,22,0,43,0,0,1,118,1127.643,9.556297,mini_swe_start_to_trajectory,True,resolved,True,0,1,0,36,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-13964/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/evaluation/logs/swesmith_train_1000_r2_sft_test_500/Kwai-Klear__Klear-AgentForge-8B-SFT/django__django-13964/report.json
django__django-14140,django/django,shard-0,completed,0,,Submitted,True,19902,6,536,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-14140/preds.json,,29,58,28,28,222365,6220,228585,13552,13552,28,0,0,200,0.14,65536,0.206787,28,26,1,1,3,3,8,0,0,1,28,290.487,10.374536,mini_swe_start_to_trajectory,True,unresolved,False,0,2,2,199,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch reproduce_issue.py cleanly. | Applied patch test_comprehensive.py cleanly. | Applied patch test_real_world.py cleanly. | warning: squelched 10 whitespace errors | warning: 15 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-14140/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/evaluation/logs/swesmith_train_1000_r2_sft_test_500/Kwai-Klear__Klear-AgentForge-8B-SFT/django__django-14140/report.json
django__django-14373,django/django,shard-0,completed,0,,Submitted,True,12989,6,328,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-14373/preds.json,,15,30,14,14,89425,2732,92157,10345,10345,14,0,0,200,0.07,65536,0.157852,14,13,0,1,1,0,5,0,0,1,14,134.058,9.575571,mini_swe_start_to_trajectory,True,resolved,True,0,1,0,19,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-14373/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/evaluation/logs/swesmith_train_1000_r2_sft_test_500/Kwai-Klear__Klear-AgentForge-8B-SFT/django__django-14373/report.json
django__django-14559,django/django,shard-0,completed,0,,Submitted,True,22706,7,597,3,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-14559/preds.json,,29,58,28,28,254422,7182,261604,17198,17198,28,0,0,200,0.14,65536,0.262421,28,21,6,1,2,1,8,0,0,0,28,322.846,11.530214,mini_swe_start_to_trajectory,True,unresolved,False,0,1,2,7,16,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_bulk_update_return.py cleanly. | Applied patch test_our_bulk_update.py cleanly. | Applied patch test_return_value_fix.py cleanly. | warning: squelched 36 whitespace errors | warning: 41 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-14559/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/evaluation/logs/swesmith_train_1000_r2_sft_test_500/Kwai-Klear__Klear-AgentForge-8B-SFT/django__django-14559/report.json
django__django-14771,django/django,shard-0,completed,0,,Submitted,True,33668,13,910,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-14771/preds.json,,42,84,41,41,456785,9803,466588,19864,19864,41,0,0,200,0.205,65536,0.303101,41,33,7,1,0,1,12,0,0,1,41,391.77,9.555366,mini_swe_start_to_trajectory,True,unresolved,False,0,0,1,60,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_script.py cleanly. | Applied patch test_simple_scenario.py cleanly. | Applied patch test_xoptions.py cleanly. | warning: squelched 83 whitespace errors | warning: 88 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-14771/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/evaluation/logs/swesmith_train_1000_r2_sft_test_500/Kwai-Klear__Klear-AgentForge-8B-SFT/django__django-14771/report.json
django__django-15098,django/django,shard-0,completed,0,,Submitted,True,35139,17,1053,2,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-15098/preds.json,,59,118,58,58,757500,12051,769551,24198,24198,58,0,0,200,0.29,65536,0.369232,58,52,5,1,5,0,19,0,0,1,58,477.199,8.227569,mini_swe_start_to_trajectory,True,unresolved,False,0,0,2,85,3,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_pr_issue.py cleanly. | Applied patch test_regex.py cleanly. | Applied patch test_simple_fix.py cleanly. | warning: squelched 27 whitespace errors | warning: 32 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-15098/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/evaluation/logs/swesmith_train_1000_r2_sft_test_500/Kwai-Klear__Klear-AgentForge-8B-SFT/django__django-15098/report.json
django__django-15277,django/django,shard-0,completed,0,,Submitted,True,17806,7,429,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-15277/preds.json,,36,72,35,35,359658,4779,364437,19401,19401,35,0,0,200,0.175,65536,0.296036,35,29,5,1,2,1,6,0,0,1,35,207.379,5.925114,mini_swe_start_to_trajectory,True,resolved,True,0,2,0,158,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-15277/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/evaluation/logs/swesmith_train_1000_r2_sft_test_500/Kwai-Klear__Klear-AgentForge-8B-SFT/django__django-15277/report.json
django__django-15467,django/django,shard-0,completed,0,,Submitted,True,14872,5,357,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-15467/preds.json,,33,66,32,32,200970,6023,206993,11087,11087,32,0,0,200,0.16,65536,0.169174,32,24,7,1,5,1,9,0,0,0,32,250.464,7.827,mini_swe_start_to_trajectory,True,resolved,True,0,1,0,62,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/rollouts/shard-0/trajectories/django__django-15467/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-sft-test-500/evaluation/logs/swesmith_train_1000_r2_sft_test_500/Kwai-Klear__Klear-AgentForge-8B-SFT/django__django-15467/report.json
