instance_id,repo,shard,rollout_status,rollout_returncode,mini_swe_exit_status,agent_exit_status,patch_present,patch_chars,patch_files,patch_added_lines,patch_deleted_lines,patch_source,discarded_error_patch_chars,trajectory_steps,trajectory_messages,agent_action_steps,model_api_calls,prompt_tokens_total,completion_tokens_total,total_tokens,max_prompt_tokens,final_prompt_tokens,finish_reason_stop,finish_reason_length,finish_reason_other,step_limit,step_limit_utilization,context_limit,context_limit_utilization,commands_executed,commands_succeeded,commands_failed,commands_unknown_returncode,repeated_commands,test_command_steps,edit_command_steps,format_errors,command_timeouts,truncated_observations,submission_step,duration_seconds,seconds_per_action,duration_source,duration_is_estimate,evaluation_status,resolved,evaluation_returncode,fail_to_pass_success,fail_to_pass_failure,pass_to_pass_success,pass_to_pass_failure,failure_stage,failure_category,failure_reason,failure_evidence,needs_llm_review,trajectory_path,evaluation_report_path
django__django-12308,django/django,shard-0,completed,0,,Submitted,True,21393,8,571,0,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-12308/preds.json,,42,84,41,41,483395,9216,492611,20702,20702,41,0,0,200,0.205,65536,0.315887,41,33,7,1,4,0,11,0,0,2,41,367.783,8.970317,mini_swe_start_to_trajectory,True,unresolved,False,0,0,2,20,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_fix.py cleanly. | Applied patch test_json_field_issue.py cleanly. | Applied patch test_non_json_fields.py cleanly. | warning: squelched 28 whitespace errors | warning: 33 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-12308/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-12308/report.json
django__django-12754,django/django,shard-0,completed,0,,Submitted,True,43921,11,1213,3,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-12754/preds.json,,55,110,54,54,1149317,23510,1172827,44503,44503,54,0,0,200,0.27,65536,0.679062,54,34,19,1,0,2,24,0,0,0,54,843.461,15.619648,mini_swe_start_to_trajectory,True,unresolved,False,0,0,1,30,82,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_migration_fix.py cleanly. | Applied patch test_pr_issue.py cleanly. | Applied patch test_simple.py cleanly. | warning: squelched 135 whitespace errors | warning: 140 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-12754/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-12754/report.json
django__django-13089,django/django,shard-0,completed,0,,Submitted,True,8760,2,177,5,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-13089/preds.json,,28,56,27,27,153758,3988,157746,9111,9111,27,0,0,200,0.135,65536,0.139023,27,21,5,1,5,0,9,0,0,0,27,169.438,6.275481,mini_swe_start_to_trajectory,True,unresolved,False,0,0,2,258,94,evaluation,tests_failed,Patch evaluated but did not resolve the task,Checking patch django/core/cache/backends/db.py... | Checking patch edit_via_str_replace... | Applied patch django/core/cache/backends/db.py cleanly. | Applied patch edit_via_str_replace cleanly. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-13089/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-13089/report.json
django__django-13279,django/django,shard-0,completed,0,,Submitted,True,34274,13,924,13,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-13279/preds.json,,45,90,44,44,748897,11813,760710,30564,30564,44,0,0,200,0.22,65536,0.46637,44,39,4,1,1,0,17,0,0,2,44,490.711,11.152523,mini_swe_start_to_trajectory,True,unresolved,False,0,0,9,346,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_multiple_instances.py cleanly. | Applied patch test_session_compatibility.py cleanly. | Applied patch test_sha256_compatibility.py cleanly. | warning: squelched 26 whitespace errors | warning: 31 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-13279/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-13279/report.json
django__django-13406,django/django,shard-0,completed,0,,Submitted,True,26752,9,735,0,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-13406/preds.json,,62,124,61,61,1175513,12973,1188486,35413,35413,61,0,0,200,0.305,65536,0.540359,61,52,8,1,10,2,16,0,0,1,61,516.759,8.471459,mini_swe_start_to_trajectory,True,resolved,True,0,3,0,32,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-13406/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-13406/report.json
django__django-13568,django/django,shard-0,completed,0,,Submitted,True,37392,15,1053,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-13568/preds.json,,50,100,49,49,600429,11477,611906,21684,21684,49,0,0,200,0.245,65536,0.330872,49,38,10,1,6,0,20,0,0,0,49,461.176,9.411755,mini_swe_start_to_trajectory,True,unresolved,False,0,1,0,12,1,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_pr_issue.py cleanly. | Applied patch test_should_error.py cleanly. | Applied patch test_with_backend.py cleanly. | warning: squelched 37 whitespace errors | warning: 42 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-13568/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-13568/report.json
django__django-13807,django/django,shard-0,completed,0,,Submitted,True,11182,4,240,2,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-13807/preds.json,,39,78,38,38,357850,5915,363765,15467,15467,38,0,0,200,0.19,65536,0.236008,38,24,13,1,10,0,9,0,0,0,38,267.419,7.037342,mini_swe_start_to_trajectory,True,unresolved,False,0,0,1,38,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch edit_via_str_replace cleanly. | Applied patch reproduce_issue.py cleanly. | Applied patch test_fix.py cleanly. | warning: squelched 2 whitespace errors | warning: 7 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-13807/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-13807/report.json
django__django-13964,django/django,shard-0,completed,0,,Submitted,True,35430,11,1036,0,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-13964/preds.json,,81,162,80,80,1509956,15313,1525269,37132,37132,80,0,0,200,0.4,65536,0.566589,80,61,18,1,6,0,18,0,0,0,80,566.269,7.078362,mini_swe_start_to_trajectory,True,unresolved,False,0,1,0,34,2,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch test_edge_cases_fixed.py cleanly. | Applied patch test_fix.py cleanly. | Applied patch test_pr_case.py cleanly. | warning: squelched 122 whitespace errors | warning: 127 lines add whitespace errors. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-13964/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-13964/report.json
django__django-14140,django/django,shard-0,completed,0,,Submitted,True,15081,6,401,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-14140/preds.json,,24,48,23,23,161447,4318,165765,10826,10826,23,0,0,200,0.115,65536,0.165192,23,21,1,1,5,0,8,0,0,1,23,189.274,8.229304,mini_swe_start_to_trajectory,True,unresolved,False,0,2,2,199,0,evaluation,tests_failed,Patch evaluated but did not resolve the task,Applied patch edit_via_str_replace cleanly. | Applied patch reproduce_issue.py cleanly. | Applied patch test_comprehensive.py cleanly. | Applied patch test_edge_cases.py cleanly. | Applied patch test_tuple_pairs.py cleanly. | >>>>> Applied Patch,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-14140/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-14140/report.json
django__django-14373,django/django,shard-0,completed,0,,Submitted,True,12160,7,295,1,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-14373/preds.json,,19,38,18,18,115055,2614,117669,9250,9250,18,0,0,200,0.09,65536,0.141144,18,15,2,1,2,0,7,0,0,1,18,108.633,6.035167,mini_swe_start_to_trajectory,True,resolved,True,0,1,0,19,0,,,,,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/rollouts/shard-0/trajectories/django__django-14373/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-total-balanced-test-500/evaluation/logs/swesmith_train_1000_r2_dmpo_g07_paper_informed_depo_total_balanced_test_500/__lambda__nfs__Debug-Depo__debug-depo-persistent__scratch__runs__swesmith-train-1000-r2__experiments__dmpo-depo__g07-paper-informed__depo__total-balanced__model/django__django-14373/report.json
