instance_id,repo,shard,sample_index,temperature,temperature_run_index,seed,collection_status,patch_present,patch_chars,trajectory_messages,model_api_calls,prompt_tokens,completion_tokens,total_tokens,evaluation_status,resolved,trajectory_path,raw_trajectory_path,evaluation_report_path
dask__dask.5f61e423.lm_rewrite__byt48qkt,swesmith/dask__dask.5f61e423,shard-6,0,0.0,0,40255285,completed,True,26521,104,51,888414,10510,898924,resolved,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-6/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__byt48qkt/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-6/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__byt48qkt/dask__dask.5f61e423.lm_rewrite__byt48qkt/dask__dask.5f61e423.lm_rewrite__byt48qkt.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/dask__dask.5f61e423.lm_rewrite__byt48qkt/report.json
dask__dask.5f61e423.lm_rewrite__mkfjcfha,swesmith/dask__dask.5f61e423,shard-7,0,0.0,0,1051955977,completed,True,12596,38,18,141166,2835,144001,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-7/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__mkfjcfha/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-7/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__mkfjcfha/dask__dask.5f61e423.lm_rewrite__mkfjcfha/dask__dask.5f61e423.lm_rewrite__mkfjcfha.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/dask__dask.5f61e423.lm_rewrite__mkfjcfha/report.json
dask__dask.5f61e423.lm_rewrite__ubn1ccjs,swesmith/dask__dask.5f61e423,shard-2,0,0.0,0,11456980,completed,True,14772,84,41,451825,7380,459205,resolved,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-2/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__ubn1ccjs/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-2/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__ubn1ccjs/dask__dask.5f61e423.lm_rewrite__ubn1ccjs/dask__dask.5f61e423.lm_rewrite__ubn1ccjs.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/dask__dask.5f61e423.lm_rewrite__ubn1ccjs/report.json
dask__dask.5f61e423.pr_10280,swesmith/dask__dask.5f61e423,shard-0,0,0.0,0,1174457906,completed,True,16682,140,69,1279990,9495,1289485,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-0/samples/sample-0/trajectories/dask__dask.5f61e423.pr_10280/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-0/samples/sample-0/trajectories/dask__dask.5f61e423.pr_10280/dask__dask.5f61e423.pr_10280/dask__dask.5f61e423.pr_10280.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/dask__dask.5f61e423.pr_10280/report.json
dask__dask.5f61e423.pr_10364,swesmith/dask__dask.5f61e423,shard-3,0,0.0,0,878588249,completed,True,13119,104,51,665047,5021,670068,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-3/samples/sample-0/trajectories/dask__dask.5f61e423.pr_10364/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-3/samples/sample-0/trajectories/dask__dask.5f61e423.pr_10364/dask__dask.5f61e423.pr_10364/dask__dask.5f61e423.pr_10364.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/dask__dask.5f61e423.pr_10364/report.json
dask__dask.5f61e423.pr_11233,swesmith/dask__dask.5f61e423,shard-3,0,0.0,0,1325789508,model_terminated,False,0,146,72,1302536,9540,1312076,empty_patch,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-3/samples/sample-0/trajectories/dask__dask.5f61e423.pr_11233/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-3/samples/sample-0/trajectories/dask__dask.5f61e423.pr_11233/dask__dask.5f61e423.pr_11233/dask__dask.5f61e423.pr_11233.traj.json,
dask__dask.5f61e423.pr_11367,swesmith/dask__dask.5f61e423,shard-6,0,0.0,0,85362256,completed,True,15648,84,41,470592,5600,476192,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-6/samples/sample-0/trajectories/dask__dask.5f61e423.pr_11367/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-6/samples/sample-0/trajectories/dask__dask.5f61e423.pr_11367/dask__dask.5f61e423.pr_11367/dask__dask.5f61e423.pr_11367.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/dask__dask.5f61e423.pr_11367/report.json
dask__dask.5f61e423.pr_9573,swesmith/dask__dask.5f61e423,shard-5,0,0.0,0,1365285358,completed,True,7790,32,15,69950,1355,71305,resolved,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-5/samples/sample-0/trajectories/dask__dask.5f61e423.pr_9573/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-5/samples/sample-0/trajectories/dask__dask.5f61e423.pr_9573/dask__dask.5f61e423.pr_9573/dask__dask.5f61e423.pr_9573.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/dask__dask.5f61e423.pr_9573/report.json
django-money__django-money.835c1ab8.combine_module__5y2t3cad,swesmith/django-money__django-money.835c1ab8,shard-6,0,0.0,0,713434514,completed,True,23319,90,44,468583,9324,477907,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-6/samples/sample-0/trajectories/django-money__django-money.835c1ab8.combine_module__5y2t3cad/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-6/samples/sample-0/trajectories/django-money__django-money.835c1ab8.combine_module__5y2t3cad/django-money__django-money.835c1ab8.combine_module__5y2t3cad/django-money__django-money.835c1ab8.combine_module__5y2t3cad.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/django-money__django-money.835c1ab8.combine_module__5y2t3cad/report.json
django-money__django-money.835c1ab8.combine_module__ldmvdwt0,swesmith/django-money__django-money.835c1ab8,shard-6,0,0.0,0,876419337,completed,True,12343,64,31,245565,6053,251618,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-6/samples/sample-0/trajectories/django-money__django-money.835c1ab8.combine_module__ldmvdwt0/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-6/samples/sample-0/trajectories/django-money__django-money.835c1ab8.combine_module__ldmvdwt0/django-money__django-money.835c1ab8.combine_module__ldmvdwt0/django-money__django-money.835c1ab8.combine_module__ldmvdwt0.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/django-money__django-money.835c1ab8.combine_module__ldmvdwt0/report.json
django-money__django-money.835c1ab8.combine_module__qxmcafpb,swesmith/django-money__django-money.835c1ab8,shard-3,0,0.0,0,1773423160,completed,True,36880,100,49,671861,12016,683877,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-3/samples/sample-0/trajectories/django-money__django-money.835c1ab8.combine_module__qxmcafpb/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/collection/shard-3/samples/sample-0/trajectories/django-money__django-money.835c1ab8.combine_module__qxmcafpb/django-money__django-money.835c1ab8.combine_module__qxmcafpb/django-money__django-money.835c1ab8.combine_module__qxmcafpb.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/validation-200-depo-total-balanced/evaluation/sample-0/logs/django-money__django-money.835c1ab8.combine_module__qxmcafpb/report.json
