instance_id,repo,shard,sample_index,temperature,temperature_run_index,seed,collection_status,patch_present,patch_chars,trajectory_messages,model_api_calls,prompt_tokens,completion_tokens,total_tokens,evaluation_status,resolved,trajectory_path,raw_trajectory_path,evaluation_report_path
cknd__stackprinter.219fcc52.combine_file__f7lheywo,swesmith/cknd__stackprinter.219fcc52,shard-4,0,0.0,0,330030716,completed,True,29926,38,18,103693,3225,106918,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-4/samples/sample-0/trajectories/cknd__stackprinter.219fcc52.combine_file__f7lheywo/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-4/samples/sample-0/trajectories/cknd__stackprinter.219fcc52.combine_file__f7lheywo/cknd__stackprinter.219fcc52.combine_file__f7lheywo/cknd__stackprinter.219fcc52.combine_file__f7lheywo.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/evaluation/sample-0/logs/cknd__stackprinter.219fcc52.combine_file__f7lheywo/report.json
cknd__stackprinter.219fcc52.func_basic__c0rb6ipt,swesmith/cknd__stackprinter.219fcc52,shard-4,0,0.0,0,630417637,completed,True,34456,120,59,838135,8714,846849,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-4/samples/sample-0/trajectories/cknd__stackprinter.219fcc52.func_basic__c0rb6ipt/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-4/samples/sample-0/trajectories/cknd__stackprinter.219fcc52.func_basic__c0rb6ipt/cknd__stackprinter.219fcc52.func_basic__c0rb6ipt/cknd__stackprinter.219fcc52.func_basic__c0rb6ipt.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/evaluation/sample-0/logs/cknd__stackprinter.219fcc52.func_basic__c0rb6ipt/report.json
cknd__stackprinter.219fcc52.func_pm_op_change__tn7sfw3j,swesmith/cknd__stackprinter.219fcc52,shard-7,0,0.0,0,1891433681,completed,True,25113,28,13,65420,1305,66725,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-7/samples/sample-0/trajectories/cknd__stackprinter.219fcc52.func_pm_op_change__tn7sfw3j/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-7/samples/sample-0/trajectories/cknd__stackprinter.219fcc52.func_pm_op_change__tn7sfw3j/cknd__stackprinter.219fcc52.func_pm_op_change__tn7sfw3j/cknd__stackprinter.219fcc52.func_pm_op_change__tn7sfw3j.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/evaluation/sample-0/logs/cknd__stackprinter.219fcc52.func_pm_op_change__tn7sfw3j/report.json
cknd__stackprinter.219fcc52.func_pm_remove_assign__4haje54m,swesmith/cknd__stackprinter.219fcc52,shard-2,0,0.0,0,119289173,completed,True,29840,60,29,240671,5265,245936,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-2/samples/sample-0/trajectories/cknd__stackprinter.219fcc52.func_pm_remove_assign__4haje54m/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-2/samples/sample-0/trajectories/cknd__stackprinter.219fcc52.func_pm_remove_assign__4haje54m/cknd__stackprinter.219fcc52.func_pm_remove_assign__4haje54m/cknd__stackprinter.219fcc52.func_pm_remove_assign__4haje54m.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/evaluation/sample-0/logs/cknd__stackprinter.219fcc52.func_pm_remove_assign__4haje54m/report.json
dask__dask.5f61e423.combine_file__i5ajjdw1,swesmith/dask__dask.5f61e423,shard-3,0,0.0,0,271248583,completed,True,8931,78,38,464160,7538,471698,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-3/samples/sample-0/trajectories/dask__dask.5f61e423.combine_file__i5ajjdw1/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-3/samples/sample-0/trajectories/dask__dask.5f61e423.combine_file__i5ajjdw1/dask__dask.5f61e423.combine_file__i5ajjdw1/dask__dask.5f61e423.combine_file__i5ajjdw1.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.combine_file__i5ajjdw1/report.json
dask__dask.5f61e423.combine_file__pwm4mha7,swesmith/dask__dask.5f61e423,shard-7,0,0.0,0,1885852882,model_terminated,False,0,170,84,1385575,11282,1396857,empty_patch,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-7/samples/sample-0/trajectories/dask__dask.5f61e423.combine_file__pwm4mha7/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-7/samples/sample-0/trajectories/dask__dask.5f61e423.combine_file__pwm4mha7/dask__dask.5f61e423.combine_file__pwm4mha7/dask__dask.5f61e423.combine_file__pwm4mha7.traj.json,
dask__dask.5f61e423.func_pm_op_swap__cpft68pb,swesmith/dask__dask.5f61e423,shard-4,0,0.0,0,2068528539,completed,True,17678,60,29,215800,4800,220600,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-4/samples/sample-0/trajectories/dask__dask.5f61e423.func_pm_op_swap__cpft68pb/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-4/samples/sample-0/trajectories/dask__dask.5f61e423.func_pm_op_swap__cpft68pb/dask__dask.5f61e423.func_pm_op_swap__cpft68pb/dask__dask.5f61e423.func_pm_op_swap__cpft68pb.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.func_pm_op_swap__cpft68pb/report.json
dask__dask.5f61e423.func_pm_remove_cond__3omkgmqu,swesmith/dask__dask.5f61e423,shard-0,0,0.0,0,166370733,completed,True,12835,42,20,102013,3216,105229,resolved,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-0/samples/sample-0/trajectories/dask__dask.5f61e423.func_pm_remove_cond__3omkgmqu/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-0/samples/sample-0/trajectories/dask__dask.5f61e423.func_pm_remove_cond__3omkgmqu/dask__dask.5f61e423.func_pm_remove_cond__3omkgmqu/dask__dask.5f61e423.func_pm_remove_cond__3omkgmqu.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.func_pm_remove_cond__3omkgmqu/report.json
dask__dask.5f61e423.func_pm_remove_cond__6ny4qzux,swesmith/dask__dask.5f61e423,shard-1,0,0.0,0,1515082044,completed,True,8370,40,19,119772,3799,123571,resolved,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-1/samples/sample-0/trajectories/dask__dask.5f61e423.func_pm_remove_cond__6ny4qzux/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-1/samples/sample-0/trajectories/dask__dask.5f61e423.func_pm_remove_cond__6ny4qzux/dask__dask.5f61e423.func_pm_remove_cond__6ny4qzux/dask__dask.5f61e423.func_pm_remove_cond__6ny4qzux.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.func_pm_remove_cond__6ny4qzux/report.json
dask__dask.5f61e423.lm_rewrite__byt48qkt,swesmith/dask__dask.5f61e423,shard-6,0,0.0,0,40255285,completed,True,19081,102,50,905702,8410,914112,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-6/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__byt48qkt/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-6/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__byt48qkt/dask__dask.5f61e423.lm_rewrite__byt48qkt/dask__dask.5f61e423.lm_rewrite__byt48qkt.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.lm_rewrite__byt48qkt/report.json
dask__dask.5f61e423.lm_rewrite__mkfjcfha,swesmith/dask__dask.5f61e423,shard-7,0,0.0,0,1051955977,completed,True,18778,52,25,241317,5136,246453,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-7/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__mkfjcfha/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-7/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__mkfjcfha/dask__dask.5f61e423.lm_rewrite__mkfjcfha/dask__dask.5f61e423.lm_rewrite__mkfjcfha.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.lm_rewrite__mkfjcfha/report.json
dask__dask.5f61e423.lm_rewrite__ubn1ccjs,swesmith/dask__dask.5f61e423,shard-2,0,0.0,0,11456980,completed,True,15092,46,22,162488,4229,166717,resolved,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-2/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__ubn1ccjs/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-2/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__ubn1ccjs/dask__dask.5f61e423.lm_rewrite__ubn1ccjs/dask__dask.5f61e423.lm_rewrite__ubn1ccjs.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.lm_rewrite__ubn1ccjs/report.json
dask__dask.5f61e423.pr_10280,swesmith/dask__dask.5f61e423,shard-0,0,0.0,0,1174457906,model_terminated,False,0,118,58,949818,11752,961570,empty_patch,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-0/samples/sample-0/trajectories/dask__dask.5f61e423.pr_10280/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-0/samples/sample-0/trajectories/dask__dask.5f61e423.pr_10280/dask__dask.5f61e423.pr_10280/dask__dask.5f61e423.pr_10280.traj.json,
dask__dask.5f61e423.pr_10364,swesmith/dask__dask.5f61e423,shard-3,0,0.0,0,878588249,completed,True,12792,126,62,912795,6264,919059,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-3/samples/sample-0/trajectories/dask__dask.5f61e423.pr_10364/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-3/samples/sample-0/trajectories/dask__dask.5f61e423.pr_10364/dask__dask.5f61e423.pr_10364/dask__dask.5f61e423.pr_10364.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.pr_10364/report.json
dask__dask.5f61e423.pr_11233,swesmith/dask__dask.5f61e423,shard-3,0,0.0,0,1325789508,model_terminated,False,0,126,62,1148142,5943,1154085,empty_patch,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-3/samples/sample-0/trajectories/dask__dask.5f61e423.pr_11233/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-3/samples/sample-0/trajectories/dask__dask.5f61e423.pr_11233/dask__dask.5f61e423.pr_11233/dask__dask.5f61e423.pr_11233.traj.json,
dask__dask.5f61e423.pr_11367,swesmith/dask__dask.5f61e423,shard-6,0,0.0,0,85362256,model_terminated,False,0,80,39,639695,11472,651167,empty_patch,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-6/samples/sample-0/trajectories/dask__dask.5f61e423.pr_11367/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-6/samples/sample-0/trajectories/dask__dask.5f61e423.pr_11367/dask__dask.5f61e423.pr_11367/dask__dask.5f61e423.pr_11367.traj.json,
dask__dask.5f61e423.pr_9573,swesmith/dask__dask.5f61e423,shard-5,0,0.0,0,1365285358,completed,True,8469,34,16,76372,1467,77839,resolved,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-5/samples/sample-0/trajectories/dask__dask.5f61e423.pr_9573/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-5/samples/sample-0/trajectories/dask__dask.5f61e423.pr_9573/dask__dask.5f61e423.pr_9573/dask__dask.5f61e423.pr_9573.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.pr_9573/report.json
django-money__django-money.835c1ab8.combine_module__5y2t3cad,swesmith/django-money__django-money.835c1ab8,shard-6,0,0.0,0,713434514,completed,True,16745,64,31,290126,4413,294539,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-6/samples/sample-0/trajectories/django-money__django-money.835c1ab8.combine_module__5y2t3cad/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/collection/shard-6/samples/sample-0/trajectories/django-money__django-money.835c1ab8.combine_module__5y2t3cad/django-money__django-money.835c1ab8.combine_module__5y2t3cad/django-money__django-money.835c1ab8.combine_module__5y2t3cad.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-validation-200/evaluation/sample-0/logs/django-money__django-money.835c1ab8.combine_module__5y2t3cad/report.json
