instance_id,repo,shard,sample_index,temperature,temperature_run_index,seed,collection_status,patch_present,patch_chars,trajectory_messages,model_api_calls,prompt_tokens,completion_tokens,total_tokens,evaluation_status,resolved,trajectory_path,raw_trajectory_path,evaluation_report_path
cknd__stackprinter.219fcc52.combine_file__f7lheywo,swesmith/cknd__stackprinter.219fcc52,shard-4,0,0.0,0,330030716,completed,True,31066,40,19,114438,4004,118442,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-4/samples/sample-0/trajectories/cknd__stackprinter.219fcc52.combine_file__f7lheywo/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-4/samples/sample-0/trajectories/cknd__stackprinter.219fcc52.combine_file__f7lheywo/cknd__stackprinter.219fcc52.combine_file__f7lheywo/cknd__stackprinter.219fcc52.combine_file__f7lheywo.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/evaluation/sample-0/logs/cknd__stackprinter.219fcc52.combine_file__f7lheywo/report.json
cknd__stackprinter.219fcc52.func_basic__c0rb6ipt,swesmith/cknd__stackprinter.219fcc52,shard-4,0,0.0,0,630417637,completed,True,27267,58,28,216477,3886,220363,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-4/samples/sample-0/trajectories/cknd__stackprinter.219fcc52.func_basic__c0rb6ipt/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-4/samples/sample-0/trajectories/cknd__stackprinter.219fcc52.func_basic__c0rb6ipt/cknd__stackprinter.219fcc52.func_basic__c0rb6ipt/cknd__stackprinter.219fcc52.func_basic__c0rb6ipt.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/evaluation/sample-0/logs/cknd__stackprinter.219fcc52.func_basic__c0rb6ipt/report.json
cknd__stackprinter.219fcc52.func_pm_op_change__tn7sfw3j,swesmith/cknd__stackprinter.219fcc52,shard-7,0,0.0,0,1891433681,completed,True,27531,32,15,76357,1944,78301,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-7/samples/sample-0/trajectories/cknd__stackprinter.219fcc52.func_pm_op_change__tn7sfw3j/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-7/samples/sample-0/trajectories/cknd__stackprinter.219fcc52.func_pm_op_change__tn7sfw3j/cknd__stackprinter.219fcc52.func_pm_op_change__tn7sfw3j/cknd__stackprinter.219fcc52.func_pm_op_change__tn7sfw3j.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/evaluation/sample-0/logs/cknd__stackprinter.219fcc52.func_pm_op_change__tn7sfw3j/report.json
cknd__stackprinter.219fcc52.func_pm_remove_assign__4haje54m,swesmith/cknd__stackprinter.219fcc52,shard-2,0,0.0,0,119289173,completed,True,25129,46,22,179019,4566,183585,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-2/samples/sample-0/trajectories/cknd__stackprinter.219fcc52.func_pm_remove_assign__4haje54m/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-2/samples/sample-0/trajectories/cknd__stackprinter.219fcc52.func_pm_remove_assign__4haje54m/cknd__stackprinter.219fcc52.func_pm_remove_assign__4haje54m/cknd__stackprinter.219fcc52.func_pm_remove_assign__4haje54m.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/evaluation/sample-0/logs/cknd__stackprinter.219fcc52.func_pm_remove_assign__4haje54m/report.json
dask__dask.5f61e423.combine_file__i5ajjdw1,swesmith/dask__dask.5f61e423,shard-3,0,0.0,0,271248583,completed,True,18925,118,58,896256,9369,905625,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-3/samples/sample-0/trajectories/dask__dask.5f61e423.combine_file__i5ajjdw1/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-3/samples/sample-0/trajectories/dask__dask.5f61e423.combine_file__i5ajjdw1/dask__dask.5f61e423.combine_file__i5ajjdw1/dask__dask.5f61e423.combine_file__i5ajjdw1.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.combine_file__i5ajjdw1/report.json
dask__dask.5f61e423.combine_file__pwm4mha7,swesmith/dask__dask.5f61e423,shard-7,0,0.0,0,1885852882,completed,True,26832,176,87,1423330,14148,1437478,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-7/samples/sample-0/trajectories/dask__dask.5f61e423.combine_file__pwm4mha7/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-7/samples/sample-0/trajectories/dask__dask.5f61e423.combine_file__pwm4mha7/dask__dask.5f61e423.combine_file__pwm4mha7/dask__dask.5f61e423.combine_file__pwm4mha7.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.combine_file__pwm4mha7/report.json
dask__dask.5f61e423.func_pm_op_swap__cpft68pb,swesmith/dask__dask.5f61e423,shard-4,0,0.0,0,2068528539,completed,True,12935,94,46,661890,5006,666896,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-4/samples/sample-0/trajectories/dask__dask.5f61e423.func_pm_op_swap__cpft68pb/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-4/samples/sample-0/trajectories/dask__dask.5f61e423.func_pm_op_swap__cpft68pb/dask__dask.5f61e423.func_pm_op_swap__cpft68pb/dask__dask.5f61e423.func_pm_op_swap__cpft68pb.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.func_pm_op_swap__cpft68pb/report.json
dask__dask.5f61e423.func_pm_remove_cond__3omkgmqu,swesmith/dask__dask.5f61e423,shard-0,0,0.0,0,166370733,completed,True,15309,36,17,86835,3411,90246,resolved,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-0/samples/sample-0/trajectories/dask__dask.5f61e423.func_pm_remove_cond__3omkgmqu/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-0/samples/sample-0/trajectories/dask__dask.5f61e423.func_pm_remove_cond__3omkgmqu/dask__dask.5f61e423.func_pm_remove_cond__3omkgmqu/dask__dask.5f61e423.func_pm_remove_cond__3omkgmqu.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.func_pm_remove_cond__3omkgmqu/report.json
dask__dask.5f61e423.func_pm_remove_cond__6ny4qzux,swesmith/dask__dask.5f61e423,shard-1,0,0.0,0,1515082044,completed,True,11682,38,18,93563,3156,96719,resolved,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-1/samples/sample-0/trajectories/dask__dask.5f61e423.func_pm_remove_cond__6ny4qzux/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-1/samples/sample-0/trajectories/dask__dask.5f61e423.func_pm_remove_cond__6ny4qzux/dask__dask.5f61e423.func_pm_remove_cond__6ny4qzux/dask__dask.5f61e423.func_pm_remove_cond__6ny4qzux.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.func_pm_remove_cond__6ny4qzux/report.json
dask__dask.5f61e423.lm_rewrite__byt48qkt,swesmith/dask__dask.5f61e423,shard-6,0,0.0,0,40255285,completed,True,18056,70,34,492046,5723,497769,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-6/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__byt48qkt/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-6/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__byt48qkt/dask__dask.5f61e423.lm_rewrite__byt48qkt/dask__dask.5f61e423.lm_rewrite__byt48qkt.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.lm_rewrite__byt48qkt/report.json
dask__dask.5f61e423.lm_rewrite__mkfjcfha,swesmith/dask__dask.5f61e423,shard-7,0,0.0,0,1051955977,completed,True,12574,42,20,168038,3116,171154,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-7/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__mkfjcfha/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-7/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__mkfjcfha/dask__dask.5f61e423.lm_rewrite__mkfjcfha/dask__dask.5f61e423.lm_rewrite__mkfjcfha.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.lm_rewrite__mkfjcfha/report.json
dask__dask.5f61e423.lm_rewrite__ubn1ccjs,swesmith/dask__dask.5f61e423,shard-2,0,0.0,0,11456980,completed,True,16499,42,20,150926,3845,154771,resolved,True,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-2/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__ubn1ccjs/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-2/samples/sample-0/trajectories/dask__dask.5f61e423.lm_rewrite__ubn1ccjs/dask__dask.5f61e423.lm_rewrite__ubn1ccjs/dask__dask.5f61e423.lm_rewrite__ubn1ccjs.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.lm_rewrite__ubn1ccjs/report.json
dask__dask.5f61e423.pr_10280,swesmith/dask__dask.5f61e423,shard-0,0,0.0,0,1174457906,model_terminated,False,0,118,58,1067447,9151,1076598,empty_patch,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-0/samples/sample-0/trajectories/dask__dask.5f61e423.pr_10280/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-0/samples/sample-0/trajectories/dask__dask.5f61e423.pr_10280/dask__dask.5f61e423.pr_10280/dask__dask.5f61e423.pr_10280.traj.json,
dask__dask.5f61e423.pr_10364,swesmith/dask__dask.5f61e423,shard-3,0,0.0,0,878588249,model_terminated,False,0,140,69,1286084,6414,1292498,empty_patch,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-3/samples/sample-0/trajectories/dask__dask.5f61e423.pr_10364/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-3/samples/sample-0/trajectories/dask__dask.5f61e423.pr_10364/dask__dask.5f61e423.pr_10364/dask__dask.5f61e423.pr_10364.traj.json,
dask__dask.5f61e423.pr_11233,swesmith/dask__dask.5f61e423,shard-3,0,0.0,0,1325789508,model_terminated,False,0,150,74,1241051,8986,1250037,empty_patch,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-3/samples/sample-0/trajectories/dask__dask.5f61e423.pr_11233/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-3/samples/sample-0/trajectories/dask__dask.5f61e423.pr_11233/dask__dask.5f61e423.pr_11233/dask__dask.5f61e423.pr_11233.traj.json,
dask__dask.5f61e423.pr_11367,swesmith/dask__dask.5f61e423,shard-6,0,0.0,0,85362256,completed,True,23464,96,47,708059,9657,717716,unresolved,False,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-6/samples/sample-0/trajectories/dask__dask.5f61e423.pr_11367/trajectory.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/collection/shard-6/samples/sample-0/trajectories/dask__dask.5f61e423.pr_11367/dask__dask.5f61e423.pr_11367/dask__dask.5f61e423.pr_11367.traj.json,/lambda/nfs/Debug-Depo/debug-depo-persistent/scratch/runs/swesmith-train-1000-r2-dmpo-g07-paper-informed-depo-paper-a2-a2-validation-200/evaluation/sample-0/logs/dask__dask.5f61e423.pr_11367/report.json
